event_id,event_time,depth,compressive_strength,tensile_strength,tangential_stress,brittleness_ratio,elastic_strain_energy,density,signal_energy,event_duration,dominant_frequency,signal_rms,seismic_event_rate,peak_ground_acceleration,gutenberg_richter_b,cumulative_seismic_energy,axial_stress,radial_stress,strain_rate,intensity_label,seismic_pulses,total_seismic_energy,rockburst_grade,event_year,event_month,event_day,event_hour,hour_sin,hour_cos,month_sin,month_cos,intensity_label_num,rock_type_Basalt,rock_type_Chalk,rock_type_Conglomerate,rock_type_Dolomite,rock_type_Gneiss,rock_type_Granite,rock_type_Limestone,rock_type_Marble,rock_type_Migmatite,rock_type_Phyllite,rock_type_Quartzite,rock_type_Sandstone,rock_type_Shale,rock_type_Slate,location_Balochistan Deep Shaft,location_Buner Basin Tunnel,location_Dir Valley Route,location_Gawadar Support Shaft,location_Gilgit Drift Alpha,location_Karak Tunnel,location_Khewra Drift,location_Kohat Underground,location_Makran Fault Shaft,location_Mansehra Mid Tunnel,location_Mine X-Delta,location_Punjab Core Tunnel,location_Qasim Tunnel,location_Reko Diq Zone 3,location_Sanghar Section 1,location_Sindh Line A,location_Skardu Access Tunnel,location_Thar Block A,location_Tunnel B-12
RB01502,2025-07-11 21:56:00,-0.6760461096543633,0.19553208140763628,1.047127674839933,-0.1328918436355819,1.4740068943910563,0.6075478699109055,-0.0006513942073441599,0.150490615477716,-1.2098117028028743,-0.952472897889982,-0.23444586686586033,-0.2639295976857045,0.001988492242604907,-1.5593476022389616,-0.22074795940829686,-0.6508639072854749,0.1442594080970976,0.04252392575289751,II,-0.9200150749116177,-0.3233147542214051,1.6791833901527249,1.018279516723444,0.12341547177010721,-0.5165627026197354,1.3820087795821272,-0.9979349976878067,1.0037192379420519,-0.6638393046291435,-1.2289234176976214,2.0,-0.2694026018577713,-0.25339132909707496,-0.27082329920405857,-0.26797641911263154,-0.26869020188498155,-0.27082329920405857,3.8242646351945884,-0.2785430072655778,-0.27294425682773316,-0.27153161912770507,-0.2672612419124244,-0.26148818018424536,-0.26654465851028436,-0.26366402215232193,-0.2085144140570747,-0.23261778313106754,-0.22699055229393253,-0.23499650127240373,-0.22860963252404293,-0.23341282435405084,-0.2302195756252126,-0.22372416638604614,-0.22860963252404293,-0.2412489548185819,-0.2310211819657538,-0.2326177831310675,-0.2302195756252126,4.227046785676957,-0.21453462331873252,-0.2318205766712201,-0.22290153537303978,-0.24356115022372732,-0.22860963252404293
RB02587,2025-07-22 13:56:00,0.5350844187501681,-0.04974396404681158,-0.02533966960904016,0.6007291324441169,-1.1915148951368815,0.3752722439015614,0.45915628156559557,0.3830282649410945,1.3229819702958936,1.4123785406387603,0.22450199649308494,0.36798484210448873,0.6936379679314109,-0.7852501696615669,0.06984260052995031,0.04363786111446253,0.22337212824394137,0.9238488118233166,III,-0.9484230250350894,-0.3254593765637473,0.6094127020112565,1.018279516723444,0.12341547177010721,0.7189645269556265,0.2245474901498598,-0.36043367576074103,-1.349525144690814,-0.6638393046291435,-1.2289234176976214,3.0,-0.2694026018577713,-0.25339132909707496,-0.27082329920405857,-0.26797641911263154,-0.26869020188498155,-0.27082329920405857,-0.26148818018424536,-0.2785430072655778,-0.27294425682773316,-0.27153161912770507,-0.2672612419124244,3.8242646351945884,-0.26654465851028436,-0.26366402215232193,-0.2085144140570747,-0.23261778313106754,-0.22699055229393253,-0.23499650127240373,-0.22860963252404293,-0.23341282435405084,-0.2302195756252126,-0.22372416638604614,-0.22860963252404293,4.145095678246544,-0.2310211819657538,-0.2326177831310675,-0.2302195756252126,-0.2365717842036734,-0.21453462331873252,-0.2318205766712201,-0.22290153537303978,-0.24356115022372732,-0.22860963252404293
RB02654,2025-01-13 16:50:00,0.5591466146787349,-0.6071895218978299,-1.2870659571960668,0.3849582571265584,-1.4847222919849554,0.7469132455165121,-1.035218664696456,0.2667594402094053,-0.6275602836997096,-0.7785867627040456,0.7981868256917666,0.7701122128800659,0.6936379679314109,0.33289056628355845,-0.0046062206112539176,0.9742702307703791,0.7455160812131097,0.48318636878810706,III,-0.9541046150597836,-0.3565564005277093,0.6094127020112565,1.018279516723444,-1.6313068756721767,-0.29192138815148777,0.65859547368696,-1.2239300982229555,-0.6941659314040487,0.7422338813775764,1.2368726189353967,3.0,-0.2694026018577713,-0.25339132909707496,-0.27082329920405857,-0.26797641911263154,-0.26869020188498155,-0.27082329920405857,-0.26148818018424536,-0.2785430072655778,-0.27294425682773316,-0.27153161912770507,-0.2672612419124244,-0.26148818018424536,3.751716525061842,-0.26366402215232193,-0.2085144140570747,-0.23261778313106754,-0.22699055229393253,-0.23499650127240373,-0.22860963252404293,4.2842547437888685,-0.2302195756252126,-0.22372416638604614,-0.22860963252404293,-0.2412489548185819,-0.2310211819657538,-0.2326177831310675,-0.2302195756252126,-0.2365717842036734,-0.21453462331873252,-0.2318205766712201,-0.22290153537303978,-0.24356115022372732,-0.22860963252404293
RB01056,2025-11-17 16:59:00,-1.2936424718209125,1.5111035979360397,2.119595019288905,-1.0046061799185189,-1.4847222919849554,0.8398234959202496,0.45915628156559557,-1.5935417554976208,-0.9769111351616082,-1.0394159654829518,1.027660757371239,-0.9532908047295521,-1.4677666435961088,0.5049122179674241,-0.6986613596373135,-1.428705887893404,-1.0582539381349267,-1.279463403352734,I,-0.687069883899151,-0.2597220395484753,1.6791833901527249,1.018279516723444,1.2932303700649632,0.15736124078500743,0.65859547368696,-1.2239300982229555,-0.6941659314040487,-0.6638393046291446,1.2368726189353962,1.0,-0.2694026018577713,-0.25339132909707496,-0.27082329920405857,-0.26797641911263154,-0.26869020188498155,-0.27082329920405857,-0.26148818018424536,-0.2785430072655778,-0.27294425682773316,-0.27153161912770507,-0.2672612419124244,-0.26148818018424536,-0.26654465851028436,-0.26366402215232193,-0.2085144140570747,-0.23261778313106754,-0.22699055229393253,-0.23499650127240373,-0.22860963252404293,-0.23341282435405084,-0.2302195756252126,-0.22372416638604614,-0.22860963252404293,-0.2412489548185819,4.328607409463598,-0.2326177831310675,-0.2302195756252126,-0.2365717842036734,-0.21453462331873252,-0.2318205766712201,-0.22290153537303978,-0.24356115022372732,-0.22860963252404293
RB00706,2025-05-19 15:45:00,-0.9567717288209766,1.1171754037213193,2.3719402768063107,-0.987344509893114,-1.1115492414510437,-0.34478219672740495,-0.11560331315057654,-1.4772729307659316,-0.33643457414812683,-0.5351461734437344,-0.8081306960645404,-1.8724390807880156,-1.4677666435961088,-1.6453584280808946,-0.9940550693266058,-1.5676062415733916,-0.947496129929345,-1.279463403352734,I,-0.9029703048375348,-0.3351567993291208,1.6791833901527249,1.018279516723444,-0.46149197737732073,0.38200255525325505,0.5139128125079266,-0.9979349976878059,-0.985476971759561,0.7422338813775764,-1.2289234176976214,1.0,-0.2694026018577713,3.946464954279858,-0.27082329920405857,-0.26797641911263154,-0.26869020188498155,-0.27082329920405857,-0.26148818018424536,-0.2785430072655778,-0.27294425682773316,-0.27153161912770507,-0.2672612419124244,-0.26148818018424536,-0.26654465851028436,-0.26366402215232193,-0.2085144140570747,-0.23261778313106754,-0.22699055229393253,-0.23499650127240373,-0.22860963252404293,-0.23341282435405084,-0.2302195756252126,-0.22372416638604614,4.374268874671452,-0.2412489548185819,-0.2310211819657538,-0.2326177831310675,-0.2302195756252126,-0.2365717842036734,-0.21453462331873252,-0.2318205766712201,-0.22290153537303978,-0.24356115022372732,-0.22860963252404293
RB00107,2025-11-24 09:29:00,-1.4941607712256362,0.8496015359528308,1.3625592467366896,-1.2376387252614822,-1.591343163566073,0.39849980650249633,-1.2651225025829258,-1.8260794049609994,1.5849951088923173,-0.9698615114085769,-0.23444586686586033,-1.6713753954002264,-1.0354857212906046,1.5370421280706186,-1.1597637357376729,-0.48418348286948953,-1.7702684194565206,-0.8388009603175235,I,-0.6416171637015965,-0.09682398598013445,1.6791833901527249,1.018279516723444,1.2932303700649632,0.943605841423874,-0.35418315456627386,1.013190765812992,-0.9854769717595603,-0.6638393046291446,1.2368726189353962,1.0,-0.2694026018577713,-0.25339132909707496,-0.27082329920405857,-0.26797641911263154,-0.26869020188498155,-0.27082329920405857,-0.26148818018424536,-0.2785430072655778,-0.27294425682773316,-0.27153161912770507,-0.2672612419124244,3.8242646351945884,-0.26654465851028436,-0.26366402215232193,4.795831523312718,-0.23261778313106754,-0.22699055229393253,-0.23499650127240373,-0.22860963252404293,-0.23341282435405084,-0.2302195756252126,-0.22372416638604614,-0.22860963252404293,-0.2412489548185819,-0.2310211819657538,-0.2326177831310675,-0.2302195756252126,-0.2365717842036734,-0.21453462331873252,-0.2318205766712201,-0.22290153537303978,-0.24356115022372732,-0.22860963252404293
RB00590,2025-10-24 12:03:00,-1.4460363793685025,1.7489470359524733,0.9840413604605809,-1.6001337957949795,-1.7246192530424695,-0.8325610113470272,-0.8053148268099861,-1.1284664565708644,-1.2971494156683492,-1.352411008817638,-0.9228676619042767,-1.3841415591319566,-1.4677666435961088,-1.4733367763970289,-0.9003936491812211,-0.6647539426534729,-1.8810262276621024,-1.4997946248703387,I,0.1519115764140422,0.5753286294448139,0.6094127020112565,1.018279516723444,1.0007766454912492,0.943605841423874,0.07986482897082639,0.0076278840625928325,-1.397452995899342,-1.178497810287726,0.7157886033772805,1.0,-0.2694026018577713,-0.25339132909707496,-0.27082329920405857,-0.26797641911263154,-0.26869020188498155,-0.27082329920405857,-0.26148818018424536,-0.2785430072655778,-0.27294425682773316,-0.27153161912770507,-0.2672612419124244,-0.26148818018424536,3.751716525061842,-0.26366402215232193,-0.2085144140570747,-0.23261778313106754,-0.22699055229393253,-0.23499650127240373,-0.22860963252404293,-0.23341282435405084,-0.2302195756252126,4.469789813740796,-0.22860963252404293,-0.2412489548185819,-0.2310211819657538,-0.2326177831310675,-0.2302195756252126,-0.2365717842036734,-0.21453462331873252,-0.2318205766712201,-0.22290153537303978,-0.24356115022372732,-0.22860963252404293
RB02469,2025-03-09 13:13:00,-0.37927902653537215,0.2178299037216768,-0.02533966960904016,-0.34003188394043854,0.11459078173180745,-1.2506571381638456,-0.11560331315057654,-0.31458468344904034,1.4394322541165259,0.3168958889673574,1.3718716548904466,-0.2064828304320508,-0.7761171679073029,-0.5272176921357683,-0.47771647108922544,-1.0814550036934354,-0.7418030575475516,-0.3981385172823139,II,-0.6435110270431613,-0.16568501205925276,1.6791833901527249,1.018279516723444,-1.0463994265247487,-0.741204017087983,0.2245474901498598,-0.36043367576074103,-1.349525144690814,1.4452704743809368,0.003974600618887834,2.0,-0.2694026018577713,-0.25339132909707496,3.6924444940260672,-0.26797641911263154,-0.26869020188498155,-0.27082329920405857,-0.26148818018424536,-0.2785430072655778,-0.27294425682773316,-0.27153161912770507,-0.2672612419124244,-0.26148818018424536,-0.26654465851028436,-0.26366402215232193,-0.2085144140570747,-0.23261778313106754,-0.22699055229393253,-0.23499650127240373,-0.22860963252404293,-0.23341282435405084,4.343679277855832,-0.22372416638604614,-0.22860963252404293,-0.2412489548185819,-0.2310211819657538,-0.2326177831310675,-0.2302195756252126,-0.2365717842036734,-0.21453462331873252,-0.2318205766712201,-0.22290153537303978,-0.24356115022372732,-0.22860963252404293
RB02414,2025-02-27 01:02:00,-0.7883363573210086,0.11377339958948735,-0.4038575558851479,-0.2192001937626053,0.03462512804596984,0.30558955609875865,1.0339158762817728,-0.4308535081807296,-0.1326465774620189,0.4038389565603256,-1.4965524911029582,-0.6947803520881092,-0.5167486145240002,0.7629446954932227,-0.23996055841247874,0.19642825016244997,0.3815975685376289,-0.3981385172823139,II,-0.43707992281260133,0.07302077908840178,1.6791833901527249,1.018279516723444,-1.3388531510984627,1.2805678131262455,-1.5116444439985413,0.37568944388592623,1.367767410873306,1.2568923870361584,0.7157886033772805,2.0,-0.2694026018577713,-0.25339132909707496,-0.27082329920405857,-0.26797641911263154,-0.26869020188498155,-0.27082329920405857,-0.26148818018424536,3.5901098714230026,-0.27294425682773316,-0.27153161912770507,-0.2672612419124244,-0.26148818018424536,-0.26654465851028436,-0.26366402215232193,-0.2085144140570747,-0.23261778313106754,-0.22699055229393253,-0.23499650127240373,-0.22860963252404293,-0.23341282435405084,-0.2302195756252126,-0.22372416638604614,-0.22860963252404293,-0.2412489548185819,-0.2310211819657538,-0.2326177831310675,-0.2302195756252126,-0.2365717842036734,-0.21453462331873252,-0.2318205766712201,-0.22290153537303978,-0.24356115022372732,-0.22860963252404293
RB01601,2025-01-29 05:50:00,-0.6760461096543633,0.0022842880192836773,1.1102139892192842,-0.34003188394043854,-0.28523748669738297,1.5831054991501499,0.9189639573385353,0.03422179074602676,-0.48199742892391817,-0.11781944899748514,0.5687128940122939,0.02330423858256522,-0.5167486145240002,1.0209771730190214,-0.10547236538320702,-0.8314343670694583,0.06514668795025386,-0.8388009603175235,II,0.26743724024949317,0.7603722398090796,1.6791833901527249,1.018279516723444,-1.6313068756721767,1.5052091275944932,-0.9329137992824076,1.3812523256363256,0.3731693060224996,0.7422338813775764,1.2368726189353967,2.0,-0.2694026018577713,-0.25339132909707496,-0.27082329920405857,-0.26797641911263154,3.7217583409612796,-0.27082329920405857,-0.26148818018424536,-0.2785430072655778,-0.27294425682773316,-0.27153161912770507,-0.2672612419124244,-0.26148818018424536,-0.26654465851028436,-0.26366402215232193,-0.2085144140570747,-0.23261778313106754,-0.22699055229393253,-0.23499650127240373,-0.22860963252404293,-0.23341282435405084,-0.2302195756252126,-0.22372416638604614,-0.22860963252404293,-0.2412489548185819,-0.2310211819657538,-0.2326177831310675,-0.2302195756252126,-0.2365717842036734,-0.21453462331873252,-0.2318205766712201,-0.22290153537303978,-0.24356115022372732,-0.22860963252404293
